,links,movie,cert,rateoc,rateou
10485,2012,2012,PG-13,49,5.5
10486,great-balls-of-fire!,Great Balls of Fire!,PG-13,49,tbd
10487,a-mans-story,A Man's Story,Not Rated,49,6.0
10488,class-of-1984,Class of 1984,R,49,6.0
10489,the-reckoning,The Reckoning,R,49,5.0
10490,paid-in-full,Paid in Full,R,49,6.0
10491,jackpot,Jackpot,R,49,6.5
10492,mystery-alaska,"Mystery, Alaska",R,49,8.5
10493,loitering-with-intent,Loitering with Intent,Not Rated,49,tbd
10494,please-stand-by,Please Stand By,PG-13,49,6.7
10495,the-mosquito-coast,The Mosquito Coast,PG,49,7.2
10496,out-to-sea,Out to Sea,PG-13,49,6.0
10497,janes-journey,Jane's Journey,Not Rated,49,6.2
10498,the-sacrament,The Sacrament,R,49,5.9
10499,dont-look-up,Don't Look Up,R,49,6.5
10500,body,Body,Not Rated,49,tbd
10501,beauty-remains,Beauty Remains,Not Rated,49,tbd
10502,al-franken-god-spoke,Al Franken: God Spoke,Not Rated,49,6.7
10503,love-is-in-the-air,Love Is in the Air,Not Rated,49,5.7
10504,valley-of-the-dolls,Valley of the Dolls,GP,49,tbd
10505,just-like-us,Just Like Us,R,49,tbd
10506,one-direction-this-is-us,One Direction: This Is Us,PG,49,4.6
10507,heartburn,Heartburn,R,49,6.6
10508,out-of-blue,Out of Blue,NR,49,5.8
10509,set-fire-to-the-stars,Set Fire to the Stars,Not Rated,49,tbd
10510,queens,Queens,R,49,5.0
10511,what-men-want,What Men Want,R,49,3.4
10512,tron-legacy,TRON: Legacy,PG,49,7.2
10513,den-of-thieves,Den of Thieves,R,49,6.4
10514,the-fifth-estate,The Fifth Estate,R,49,6.2
10515,beyond-the-black-rainbow,Beyond the Black Rainbow,R,49,6.5
10516,the-thing,The Thing,R,49,6.3
10517,nicotina,Nicotina,R,49,6.5
10518,tycoon-a-new-russian,Tycoon: A New Russian,Not Rated,49,7.4
10519,sidewalks-of-new-york,Sidewalks of New York,R,49,7.4
10520,final-fantasy-the-spirits-within,Final Fantasy: The Spirits Within,PG-13,49,6.2
10521,auggie-rose,Auggie Rose,R,49,tbd
10522,the-6th-day,The 6th Day,PG-13,49,6.2
10523,my-fellow-americans,My Fellow Americans,PG-13,49,7.0
10524,richie-rich,Richie Rich,PG,49,6.7
10525,coneheads,Coneheads,PG,49,5.6
10526,april-fools-day,April Fool's Day,TV-MA,49,tbd
10527,fort-apache-the-bronx,Fort Apache the Bronx,R,49,tbd
10528,american-reunion,American Reunion,R,49,7.3
10529,krampus,Krampus,PG-13,49,7.6
10530,desert-dancer,Desert Dancer,PG-13,49,5.8
10531,the-best-offer,The Best Offer,R,49,7.6
10532,the-sentinel,The Sentinel,PG-13,49,6.2
10533,the-money-pit,The Money Pit,PG,49,6.7
10534,big-sur,Big Sur,R,49,4.8
10535,new-york-i-love-you,"New York, I Love You",R,49,5.2
10536,porno,Porno,Not Rated,49,4.0
10537,people-like-us,People Like Us,PG-13,49,6.4
10538,texas-killing-fields,Texas Killing Fields,R,49,6.3
10539,gerrymandering,Gerrymandering,Not Rated,49,tbd
10540,jane-got-a-gun,Jane Got a Gun,R,49,5.3
10541,the-private-lives-of-pippa-lee,The Private Lives of Pippa Lee,R,49,5.9
10542,shoot-em-up,Shoot 'Em Up,R,49,8.0
10543,marked-for-death,Marked for Death,R,49,5.4
10544,broken-city,Broken City,R,49,5.4
10545,the-grudge,The Grudge,Unrated,49,3.4
10546,benji-off-the-leash!,Benji: Off the Leash!,PG,49,4.2
10547,good-boy!,Good Boy!,PG,49,5.7
10548,the-business-of-fancydancing,The Business of Fancydancing,Not Rated,49,7.5
10549,big-bad-love,Big Bad Love,R,49,6.8
10550,the-way-of-the-gun,The Way of the Gun,R,49,2.3
10551,conspiracy-theory,Conspiracy Theory,R,49,6.7
10552,terminator-salvation,Terminator Salvation,PG-13,49,6.0
10553,bohemian-rhapsody,Bohemian Rhapsody,PG-13,49,7.7
10554,ice-age-continental-drift,Ice Age: Continental Drift,PG,49,5.8
10555,gladiator-1992,Gladiator,R,49,tbd
10556,hancock,Hancock,R,49,6.4
10557,mary-shelley,Mary Shelley,PG-13,49,5.7
10558,maya-the-bee-movie,Maya the Bee Movie,G,49,3.9
10559,the-favor,The Favor,Not Rated,49,tbd
10560,callas-forever,Callas Forever,PG-13,49,5.4
10561,antichrist,Antichrist,Not Rated,49,7.2
10562,la-rafle-the-round-up,La Rafle (The Round Up),Not Rated,49,7.5
10563,eyes-of-laura-mars,Eyes of Laura Mars,R,49,tbd
10564,four-brothers,Four Brothers,R,49,6.3
10565,sleuth,Sleuth,R,49,5.8
10566,ricochet,Ricochet,TV-14,49,tbd
10567,mars-needs-moms,Mars Needs Moms,PG,49,4.4
10568,django,Django,Not Rated,49,7.3
10569,flannel-pajamas,Flannel Pajamas,R,49,6.4
10570,frankensteins-army,Frankenstein's Army,R,49,4.5
10571,kalifornia,Kalifornia,NC-17,49,8.7
10572,downhill,Downhill,R,49,4.3
10573,the-man-who-copied,The Man Who Copied,R,49,7.5
10574,words-and-pictures,Words and Pictures,PG-13,49,5.9
10575,harvard-man,Harvard Man,R,49,1.4
10576,harrisons-flowers,Harrison's Flowers,R,49,5.5
10577,china-the-panda-adventure,China: The Panda Adventure,Not Rated,49,tbd
10578,bedazzled,Bedazzled,PG-13,49,7.6
10579,mary-shelleys-frankenstein,Mary Shelley's Frankenstein,R,49,6.8
10580,poltergeist-ii-the-other-side,Poltergeist II: The Other Side,PG-13,49,7.2
10581,mobile-homes,Mobile Homes,Not Rated,49,tbd
10582,adult-life-skills,Adult Life Skills,TV-MA,49,tbd
10583,the-catcher-was-a-spy,The Catcher Was a Spy,R,49,6.4
10584,stars-in-shorts,Stars in Shorts,Not Rated,49,tbd
10585,the-vanishing,The Vanishing,R,49,7.5
10586,little,Little,PG-13,49,5.5
10587,the-whores-son,The Whore's Son,Not Rated,49,tbd
10588,cheerful-weather-for-the-wedding,Cheerful Weather for the Wedding,Not Rated,49,5.0
10589,tristan-+-isolde,Tristan and Isolde,PG-13,49,7.9
10590,vhs2,V/H/S/2,Not Rated,49,7.0
10591,sleepers,Sleepers,R,49,8.5
10592,spirit-untamed,Spirit Untamed,PG,49,4.2
10593,the-wannabe,The Wannabe,Not Rated,49,5.4
10594,texasville,Texasville,R,49,tbd
10595,sing-2,Sing 2,PG,49,6.7
10596,the-last-shaman,The Last Shaman,Not Rated,49,tbd
10597,made-in-america-1993,Made in America,PG-13,49,tbd
10598,lord-of-the-flies-1990,Lord of the Flies,R,49,7.9
10599,insidious-the-last-key,Insidious: The Last Key,PG-13,49,5.5
10600,when-comedy-went-to-school,When Comedy Went to School,Not Rated,49,tbd
10601,stuck-in-love,Stuck in Love,R,49,7.1
10602,the-pirates-who-dont-do-anything-a-veggietales-movie,The Pirates Who Don't Do Anything: A VeggieTales Movie,G,49,7.1
10603,cooties,Cooties,R,49,6.6
10604,riddick,Riddick,R,49,7.0
10605,great-directors,Great Directors,Not Rated,49,5.0
10606,i-think-i-love-my-wife,I Think I Love My Wife,R,49,6.2
10607,dennis-the-menace,Dennis the Menace,PG,49,7.4
10608,spenser-confidential,Spenser Confidential,R,49,6.0
10609,around-the-world-in-80-days,Around the World in 80 Days,PG,49,5.8
10610,men-in-black-ii,Men in Black II,PG-13,49,7.4
10611,the-monkeys-mask,The Monkey's Mask,R,49,tbd
10612,dead-or-alive,Dead or Alive,Unrated,49,4.6
10613,green-dragon,Green Dragon,PG-13,49,5.2
10614,the-flying-scotsman,The Flying Scotsman,PG-13,49,7.6
10615,gmo-omg,GMO OMG,Not Rated,49,3.2
10616,father-of-the-bride-part-ii,Father of the Bride Part II,PG,49,7.4
10617,the-childrens-hour,The Children's Hour,Approved,49,7.5
10618,everybody-has-a-plan,Everybody Has a Plan,R,49,tbd
10619,the-black-dahlia,The Black Dahlia,R,49,2.8
10620,the-ultimate-gift,The Ultimate Gift,PG,49,8.5
10621,jamie-marks-is-dead,Jamie Marks Is Dead,Not Rated,49,5.8
10622,welcome-to-the-punch,Welcome to the Punch,Not Rated,49,6.1
10623,blessed-is-the-match-the-life-and-death-of-hannah-senesh,Blessed Is the Match: The Life and Death of Hannah Senesh,Not Rated,49,tbd
10624,species,Species,R,49,8.1
10625,mark-felt-the-man-who-brought-down-the-white-house,Mark Felt: The Man Who Brought Down the White House,PG-13,49,5.5
10626,an-unfinished-life,An Unfinished Life,PG-13,49,7.2
10627,phoenix-oregon,"Phoenix, Oregon",R,49,tbd
10628,hatchet-ii,Hatchet II,Unrated,49,7.2
10629,imagine-me-you,Imagine Me & You,R,49,7.4
10630,blood-done-sign-my-name,Blood Done Sign My Name,PG-13,49,tbd
10631,stalingrad,Stalingrad,R,49,4.5
10632,the-good-night,The Good Night,R,49,6.1
10633,crosscurrent,Crosscurrent,Not Rated,49,tbd
10634,sold,Sold,PG-13,49,tbd
10635,phase-iv,Phase IV,PG,49,tbd
10636,the-children-of-huang-shi,The Children of Huang Shi,R,49,6.5
10637,the-family-that-preys,The Family That Preys,PG-13,49,8.6
10638,one-track-heart-the-story-of-krishna-das,One Track Heart: The Story of Krishna Das,Not Rated,49,tbd
10639,stagedoor,Stagedoor,Not Rated,49,tbd
10640,azumi,Azumi,Not Rated,49,7.7
10641,open-season,Open Season,PG,49,6.2
10642,food-beware-the-french-organic-revolution,Food Beware: The French Organic Revolution,Not Rated,49,tbd
10643,lola-versus,Lola Versus,R,49,5.4
10644,101-dalmatians,101 Dalmatians,G,49,6.1
10645,the-promise-2016,The Promise,Not Rated,49,7.1
10646,the-thorn-in-the-heart,The Thorn in the Heart,Not Rated,49,tbd
10647,zhou-yu-de-huo-che,Zhou Yu de huo che,PG-13,49,tbd
10648,me-myself-irene,"Me, Myself & Irene",R,49,7.8
10649,cb4,CB4,R,49,tbd
10650,thercse,Thérèse,Not Rated,49,6.4
10651,despicable-me-3,Despicable Me 3,PG,49,5.7
10652,nomad,Nomad,R,49,4.4
10653,running-scared-1986,Running Scared,R,49,6.0
10654,the-chaperone-2019,The Chaperone,Not Rated,49,6.6
10655,godmothered,Godmothered,PG,49,6.1
10656,nine,Nine,PG-13,49,4.5
10657,oh-god!-you-devil,"Oh, God! You Devil",PG,49,tbd
10658,30-minutes-or-less,30 Minutes or Less,R,49,5.6
10659,the-happy-sad,The Happy Sad,Not Rated,49,tbd
10660,resident-evil-the-final-chapter,Resident Evil: The Final Chapter,R,49,5.1
10661,venom-2,Venom: Let There Be Carnage,PG-13,49,6.1
10662,they-remain,They Remain,Not Rated,49,7.5
10663,summer-night,Summer Night,Not Rated,49,tbd
10664,soul-men,Soul Men,R,49,6.3
10665,silent-house,Silent House,R,49,7.8
10666,the-quick-and-the-dead,The Quick and the Dead,R,49,8.2
10667,the-best-of-enemies,The Best of Enemies,PG-13,49,6.5
10668,inside-the-rain,Inside the Rain,Not Rated,49,tbd
10669,elsa-fred,Elsa & Fred,PG-13,49,4.9
10670,protektor,Protektor,Not Rated,49,tbd
10671,the-mechanic,The Mechanic,R,49,6.1
10672,dark-matter,Dark Matter,R,49,5.6
10673,the-emperors-club,The Emperor's Club,PG-13,49,7.3
10674,harts-war,Hart's War,R,49,5.7
10675,k-pax,K-PAX,PG-13,49,7.5
10676,jeepers-creepers,Jeepers Creepers,R,49,4.7
10677,dr-dolittle-2,Dr. Dolittle 2,PG,49,5.7
10678,the-price-of-milk,The Price of Milk,PG-13,49,7.5
10679,inventing-the-abbotts,Inventing the Abbotts,R,49,6.4
10680,ice-station-zebra,Ice Station Zebra,G,49,tbd
10681,gold,Gold,R,49,6.4
10682,army-of-thieves,Army of Thieves,Not Rated,49,6.9
10683,son-of-a-gun,Son of a Gun,Not Rated,49,6.1
10684,griff-the-invisible,Griff the Invisible,PG-13,49,5.3
10685,7-days-in-entebbe,7 Days in Entebbe,PG-13,49,5.7
10686,the-tomorrow-man,The Tomorrow Man,PG-13,49,6.6
10687,blind-date-1987,Blind Date,PG-13,49,8.3
10688,souvenir,Souvenir,Not Rated,49,tbd
10689,rio-2,Rio 2,G,49,6.1
10690,killing-zoe,Killing Zoe,R,49,tbd
10691,haunter,Haunter,Not Rated,49,5.2
10692,live-by-night,Live by Night,R,49,8.0
10693,oldboy-2013,Oldboy,R,49,4.5
10694,scary-movie-3,Scary Movie 3,Unrated,49,6.8
10695,class-act,Class Act,PG-13,49,tbd
10696,national-lampoons-christmas-vacation,National Lampoon's Christmas Vacation,PG-13,49,7.9
10697,inkheart,Inkheart,PG,49,6.1
10698,cake,Cake,R,49,6.3
10699,devils-pass,Devil's Pass,R,49,6.6
10700,ten9eight-shoot-for-the-moon,Ten9Eight: Shoot for the Moon,Unrated,49,5.6
10701,rosenstrasse,Rosenstrasse,PG-13,49,5.4
10702,down-and-out-with-the-dolls,Down and Out with the Dolls,R,49,tbd
10703,return-to-never-land,Return to Never Land,G,49,6.4
10704,scotland-pa,"Scotland, Pa.",R,49,6.6
10705,pitch-black,Pitch Black,Unrated,49,8.7
10706,romance,Romance,Unrated,49,6.6
10707,run-fatboy-run,"Run, Fatboy, Run",PG-13,48,6.6
10708,angel-a,Angel-A,R,48,5.8
10709,scoop,Scoop,PG-13,48,6.5
10710,the-exorcist-iii,The Exorcist III,R,48,7.1
10711,13-hours,13 Hours: The Secret Soldiers of Benghazi,R,48,7.0
10712,the-judge,The Judge,R,48,7.1
10713,gung-ho,Gung Ho,PG-13,48,7.4
10714,buffalo-boys,Buffalo Boys,Not Rated,48,tbd
10715,ardor,Ardor,R,48,tbd
10716,less-than-zero,Less Than Zero,R,48,7.5
10717,jennifer-8,Jennifer 8,R,48,tbd
10718,a-lot-like-love,A Lot Like Love,PG-13,48,7.2
10719,pret-s-porter-ready-to-wear,Ready to Wear (Prêt-à-Porter),R,48,5.6
10720,goon-last-of-the-enforcers,Goon: Last of the Enforcers,Not Rated,48,5.4
10721,secuestro-express,Secuestro express,R,48,8.4
10722,lady-and-the-tramp-2019,Lady and the Tramp,PG,48,6.1
10723,brothers-in-arms,Brothers in Arms,Unrated,48,tbd
10724,charlies-angels-full-throttle,Charlie's Angels: Full Throttle,Unrated,48,5.4
10725,the-banger-sisters,The Banger Sisters,R,48,8.5
10726,scarlet-diva,Scarlet Diva,Unrated,48,7.3
10727,charlotte-gray,Charlotte Gray,PG-13,48,7.5
10728,kingdom-come,Kingdom Come,TV-14,48,7.2
10729,remember-the-titans,Remember the Titans,Unrated,48,8.1
10730,titan-ae,Titan A.E.,PG,48,8.4
10731,blast-from-the-past,Blast from the Past,PG-13,48,8.1
10732,the-predator,The Predator,R,48,4.2
10733,were-no-angels,We're No Angels,PG-13,48,tbd
10734,ride,Ride,R,48,5.3
10735,outland,Outland,R,48,6.8
10736,decoding-deepak,Decoding Deepak,Not Rated,48,tbd
10737,we-the-party,We the Party,R,48,tbd
10738,the-love-bug,The Love Bug,G,48,6.3
10739,lady-on-a-train,Lady on a Train,Passed,48,tbd
10740,sherlock-holmes-2,Sherlock Holmes: A Game of Shadows,PG-13,48,7.4
10741,switch-1991,Switch,R,48,tbd
10742,the-asset,The Protégé,R,48,5.6
10743,made-in-america,Made in America,Not Rated,48,4.1
10744,death-defying-acts,Death Defying Acts,PG,48,5.9
10745,tokyo-decadence,Tokyo Decadence,NC-17,48,tbd
10746,six-minutes-to-midnight,Six Minutes to Midnight,PG-13,48,tbd
10747,stay-2014,Stay,Not Rated,48,tbd
10748,timecop,Timecop,R,48,6.9
10749,october-gale,October Gale,Not Rated,48,6.3
10750,butterfield-8,BUtterfield 8,Not Rated,48,tbd
10751,bushs-brain,Bush's Brain,PG-13,48,tbd
10752,brother-bear,Brother Bear,G,48,6.5
10753,bartleby,Bartleby,PG-13,48,7.1
10754,my-first-mister,My First Mister,R,48,7.6
10755,edtv,Edtv,PG-13,48,8.2
10756,glee-live!-3d!,Glee: The 3D Concert Movie,Not Rated,48,6.1
10757,the-muslims-are-coming!,The Muslims Are Coming!,Not Rated,48,4.2
10758,saw-iii,Saw III,NC-17,48,7.3
10759,ted-2,Ted 2,R,48,6.2
10760,all-we-had,All We Had,Not Rated,48,6.2
10761,the-theory-of-flight,The Theory of Flight,R,48,tbd
10762,bride-of-chucky,Bride of Chucky,R,48,8.2
10763,divergent,Divergent,PG-13,48,6.0
10764,the-greatest-showman,The Greatest Showman,PG,48,7.5
10765,and-while-we-were-here,And While We Were Here,R,48,tbd
10766,phantasm-ravager,Phantasm: Ravager,Not Rated,48,4.5
10767,the-banishing,The Banishing,Not Rated,48,tbd
10768,last-vegas,Last Vegas,PG-13,48,7.0
10769,hairbrained,HairBrained,PG-13,48,5.5
10770,trudell,Trudell,Not Rated,48,tbd
10771,the-skin-game,The Skin Game,TV-G,48,tbd
10772,the-bang-bang-club,The Bang Bang Club,Not Rated,48,6.0
10773,my-amityville-horror,My Amityville Horror,Not Rated,48,tbd
10774,spanglish,Spanglish,PG-13,48,8.0
10775,project-x,Project X,R,48,6.0
10776,bounty-killer,Bounty Killer,R,48,7.0
10777,its-only-the-end-of-the-world,It's Only the End of the World,Not Rated,48,7.0
10778,virgin,Virgin,R,48,tbd
10779,the-gatekeeper,The Gatekeeper,R,48,tbd
10780,50-first-dates,50 First Dates,PG-13,48,6.5
10781,sinbad-legend-of-the-seven-seas,Sinbad: Legend of the Seven Seas,PG,48,6.8
10782,tears-of-the-sun,Tears of the Sun,Not Rated,48,6.6
10783,power-and-terror-noam-chomsky-in-our-times,Power and Terror: Noam Chomsky in Our Times,Not Rated,48,tbd
10784,lucky-break,Lucky Break,PG-13,48,tbd
10785,the-young-girl-and-the-monsoon,The Young Girl and the Monsoon,Not Rated,48,tbd
10786,taxman,Taxman,R,48,3.7
10787,the-man-in-the-iron-mask,The Man in the Iron Mask,PG-13,48,6.6
10788,every-day,Every Day,R,48,6.2
10789,the-grudge-2004,Ju-on: The Grudge,R,48,7.5
10790,jungle,Jungle,R,48,6.7
10791,so-fine,So Fine,R,48,tbd
10792,the-drowning-pool,The Drowning Pool,PG,48,tbd
10793,the-counselor,The Counselor,R,48,5.7
10794,song-one,Song One,PG-13,48,6.9
10795,easy-money-1983,Easy Money,R,48,tbd
10796,doctor-detroit,Doctor Detroit,R,48,tbd
10797,the-hawk-is-dying,The Hawk Is Dying,Not Rated,48,7.2
10798,tales-from-the-crypt-demon-knight,Tales from the Crypt: Demon Knight,TV-MA,48,6.8
10799,red-hook-summer,Red Hook Summer,R,48,4.5
10800,solomon-kane,Solomon Kane,R,48,6.7
10801,paris-can-wait,Paris Can Wait,PG,48,5.0
10802,the-oh-in-ohio,The Oh in Ohio,Unrated,48,7.7
10803,underwater,Underwater,PG-13,48,6.6
10804,escape-room-2,Escape Room: Tournament of Champions,PG-13,48,5.4
10805,blue-miracle,Blue Miracle,TV-PG,48,6.7
10806,backstabbing-for-beginners,Backstabbing for Beginners,R,48,5.2
10807,bastille-day,The Take,R,48,6.3
10808,martin-orloff,Martin & Orloff,Not Rated,48,tbd
10809,prey-for-rock-roll,Prey for Rock & Roll,R,48,8.5
10810,janice-beard,Janice Beard,Not Rated,48,4.9
10811,final,Final,R,48,tbd
10812,rush-hour-2,Rush Hour 2,PG-13,48,8.1
10813,sugar-spice,Sugar & Spice,R,48,8.6
10814,scary-movie,Scary Movie,R,48,3.8
10815,albino-alligator,Albino Alligator,R,48,8.1
10816,the-baby-sitters-club,The Baby-Sitters Club,PG,48,tbd
10817,the-dark-backward,The Dark Backward,R,48,tbd
10818,caddyshack,Caddyshack,R,48,7.7
10819,mutiny-on-the-bounty-1962,Mutiny on the Bounty,Approved,48,7.5
10820,planes-fire-rescue,Planes: Fire & Rescue,PG,48,5.1
10821,escape-room,Escape Room,PG-13,48,7.5
10822,emperor,Emperor,PG-13,48,6.0
10823,tomb-raider,Tomb Raider,PG-13,48,6.3
10824,the-big-town,The Big Town,R,48,tbd
10825,chicken-little,Chicken Little,G,48,5.3
10826,childs-play-2019,Child's Play,R,48,6.1
10827,noelle,Noelle,G,48,4.9
10828,21,21,PG-13,48,6.4
10829,we-need-to-do-something,We Need to Do Something,NR,48,3.2
10830,im-gonna-git-you-sucka,I'm Gonna Git You Sucka,R,48,7.1
10831,civic-duty,Civic Duty,R,48,7.3
10832,chloe,Chloe,R,48,5.7
10833,the-core,The Core,PG-13,48,5.2
10834,the-santa-clause-2,The Santa Clause 2,G,48,6.0
10835,elviras-haunted-hills,Elvira's Haunted Hills,PG-13,48,6.4
10836,super-troopers,Super Troopers,R,48,7.6
10837,orange-county,Orange County,PG-13,48,7.1
10838,maze,Maze,R,48,tbd
10839,hit-and-runway,Hit and Runway,R,48,tbd
10840,vertical-limit,Vertical Limit,PG-13,48,6.1
10841,the-mummy,The Mummy,PG-13,48,8.7
10842,from-dusk-till-dawn,From Dusk Till Dawn,R,48,8.6
10843,some-girls,Some Girl(s),Not Rated,48,4.5
10844,300-rise-of-an-empire,300: Rise of an Empire,R,48,5.9
10845,state-like-sleep,State Like Sleep,Not Rated,48,tbd
10846,lockout,Lockout,PG-13,48,7.8
10847,carnage-park,Carnage Park,Not Rated,48,5.5
10848,crazy-wisdom-the-life-times-of-chogyam-trungpa-rinpoche,Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,Not Rated,48,tbd
10849,picasso-and-braque-go-to-the-movies,Picasso and Braque Go to the Movies,Not Rated,48,tbd
10850,memoirs-of-an-invisible-man,Memoirs of an Invisible Man,PG-13,48,6.2
10851,sleeping-with-the-enemy,Sleeping with the Enemy,TV-14,48,7.1
10852,bullet-to-the-head,Bullet to the Head,R,48,5.7
10853,daisy-miller,Daisy Miller,G,48,tbd
10854,the-sicilian-girl,The Sicilian Girl,Not Rated,48,tbd
10855,just-cause,Just Cause,R,48,tbd
10856,not-forgotten,Not Forgotten,R,48,5.9
10857,operation-dumbo-drop,Operation Dumbo Drop,PG,48,tbd
10858,kiss-of-the-damned,Kiss of the Damned,R,48,5.2
10859,im-still-here,I'm Still Here,R,48,6.1
10860,the-girl-on-the-train-2016,The Girl on the Train,R,48,6.1
10861,gold-2022,Gold,R,48,tbd
10862,angels-demons,Angels & Demons,PG-13,48,6.3
10863,incantato,Incantato,Unrated,48,tbd
10864,dummy,Dummy,R,48,8.6
10865,high-crimes,High Crimes,PG-13,48,6.6
10866,shallow-hal,Shallow Hal,PG-13,48,5.4
10867,the-fantasticks,The Fantasticks,PG,48,5.8
10868,orgazmo,Orgazmo,NC-17,48,7.7
10869,fortress,Fortress,R,48,tbd
10870,casino-royale-1967,Casino Royale,TV-14,48,3.1
10871,alien-trespass,Alien Trespass,PG,48,6.3
10872,the-longest-yard,The Longest Yard,PG-13,48,7.4
10873,one-day-2011,One Day,PG-13,48,6.1
10874,writer-of-o,Writer of O,Not Rated,48,tbd
10875,gerontophilia,Gerontophilia,Not Rated,48,tbd
10876,the-secrets-we-keep,The Secrets We Keep,R,48,5.6
10877,hungry-hearts,Hungry Hearts,Not Rated,48,5.5
10878,tolkien,Tolkien,PG-13,48,5.7
10879,small-beautifully-moving-parts,"Small, Beautifully Moving Parts",Not Rated,48,tbd
10880,wonderful-world,Wonderful World,R,48,tbd
10881,american-gun,American Gun,R,48,6.4
10882,the-rider-named-death,The Rider Named Death,Not Rated,48,tbd
10883,mr-magoriums-wonder-emporium,Mr. Magorium's Wonder Emporium,G,48,5.7
10884,the-perfect-host,The Perfect Host,R,48,6.7
10885,step-up,Step Up,PG-13,48,7.4
10886,dirty-laundry,Dirty Laundry,PG-13,48,tbd
10887,penelope,Penelope,PG,48,8.6
10888,porto,Porto,Not Rated,48,5.0
10889,admission,Admission,PG-13,48,6.0
10890,liam-as-it-was,Liam Gallagher: As It Was,Not Rated,48,8.0
10891,womb,Womb,Not Rated,48,6.9
10892,3-needles,3 Needles,Not Rated,48,tbd
10893,paradise-road,Paradise Road,R,48,5.9
10894,particles-of-truth,Particles of Truth,R,48,6.8
10895,divine-secrets-of-the-ya-ya-sisterhood,Divine Secrets of the Ya-Ya Sisterhood,PG-13,48,5.6
10896,the-real-blonde,The Real Blonde,R,48,tbd
10897,beverly-hills-cop-ii,Beverly Hills Cop II,R,48,6.6
10898,the-scary-of-sixty-first,The Scary of Sixty-First,Not Rated,48,tbd
10899,jolt,Jolt,R,48,5.4
10900,the-doom-generation,The Doom Generation,Unrated,48,6.3
10901,airplane-ii-the-sequel,Airplane II: The Sequel,PG,48,6.5
10902,the-call-of-the-wild,The Call of the Wild,PG,48,6.4
10903,star-trek-the-motion-picture,Star Trek: The Motion Picture,G,48,6.7
10904,the-fp,The FP,R,48,6.5
10905,martian-child,Martian Child,PG,48,7.5
10906,leap!,Leap!,PG,48,6.3
10907,no-god-no-master,"No God, No Master",PG-13,48,6.0
10908,i-feel-pretty,I Feel Pretty,PG-13,48,4.0
10909,morning,Morning,R,48,tbd
10910,yelling-to-the-sky,Yelling to the Sky,Not Rated,48,4.3
10911,the-sweeney,The Sweeney,R,48,5.9
10912,the-mountain-between-us,The Mountain Between Us,PG-13,48,5.1
10913,rememory,Rememory,PG-13,48,5.6
10914,the-great-raid,The Great Raid,Unrated,48,7.8
10915,black-nativity,Black Nativity,PG,48,4.9
10916,night-at-the-museum,Night at the Museum,PG,48,6.8
10917,en-karlighedshistorie,En kærlighedshistorie,Not Rated,48,tbd
10918,beyond-the-ocean,Beyond the Ocean,Not Rated,48,tbd
10919,condo-painting,Condo Painting,Not Rated,48,tbd
10920,back-roads-1981,Back Roads,R,48,tbd
10921,17-again,17 Again,PG-13,48,5.9
10922,adam-steve,Adam & Steve,R,48,6.9
10923,fx2,F/X2,PG-13,48,4.4
10924,critters-2,Critters 2,PG-13,48,5.5
10925,rock-dog,Rock Dog,PG,48,6.9
10926,pet,Pet,R,48,6.6
10927,first-kid,First Kid,PG,48,tbd
10928,the-thing-about-my-folks,The Thing About My Folks,PG-13,48,7.4
10929,frances,Frances,R,48,tbd
10930,the-last-mercenary,The Last Mercenary,Not Rated,48,4.6
10931,in-the-shadow-of-the-moon-2019,In the Shadow of the Moon,TV-MA,48,4.2
10932,buffy-the-vampire-slayer,Buffy the Vampire Slayer,PG-13,48,8.1
10933,the-proposal,The Proposal,PG-13,48,6.8
10934,godzilla-king-of-the-monsters,Godzilla: King of the Monsters,PG-13,48,7.1
10935,jayne-mansfields-car,Jayne Mansfield's Car,R,48,7.0
10936,lords-of-chaos,Lords of Chaos,R,48,5.0
10937,the-strangers-prey-at-night,The Strangers: Prey at Night,R,48,7.8
10938,slam-dance,Slam Dance,R,48,tbd
10939,king-cobra,King Cobra,Not Rated,48,5.9
10940,blue-like-jazz,Blue Like Jazz,PG-13,48,6.1
10941,national-treasure-book-of-secrets,National Treasure: Book of Secrets,PG,48,5.9
10942,mary-magdalene,Mary Magdalene,R,48,6.4
10943,the-world-made-straight,The World Made Straight,R,48,tbd
10944,to-the-arctic,To the Arctic,Not Rated,48,tbd
10945,a-love-song-for-bobby-long,A Love Song for Bobby Long,TV-MA,48,7.5
10946,shark-tale,Shark Tale,PG,48,6.6
10947,xxx,xXx,PG-13,48,6.0
10948,hard-ball,Hard Ball,R,48,4.2
10949,the-mummy-returns,The Mummy Returns,PG-13,48,3.1
10950,morgan,Morgan,R,48,5.7
10951,hannah-montana-the-movie,Hannah Montana: The Movie,G,47,5.7
10952,percy-jackson-the-olympians-the-lightning-thief,Percy Jackson & the Olympians: The Lightning Thief,PG,47,5.1
10953,the-catechism-cataclysm,The Catechism Cataclysm,Not Rated,47,tbd
10954,willow,Willow,PG,47,7.7
10955,crown-vic,Crown Vic,R,47,5.8
10956,being-charlie,Being Charlie,R,47,5.6
10957,one-crazy-summer,One Crazy Summer,PG,47,6.1
10958,pink-flamingos,Pink Flamingos,X,47,4.5
10959,one-and-two,One & Two,Not Rated,47,5.7
